,CustomerId,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
175,15755209,7,133868.21,1,1,1,0
176,15645248,0,0.0,2,1,1,0
177,15790355,5,190479.48,2,0,0,0
178,15762615,8,101993.12,1,0,1,0
179,15625426,3,161608.81,1,1,0,1
180,15716334,2,122311.21,1,1,1,0
181,15789669,2,0.0,2,1,1,0
182,15621075,1,162150.42,2,1,0,0
183,15810845,2,0.0,2,1,1,0
184,15719377,4,0.0,1,1,1,1
185,15654506,8,0.0,2,1,0,0
186,15771977,1,99010.67,1,1,0,0
187,15708710,0,0.0,1,0,1,0
188,15726676,5,0.0,2,0,1,0
189,15587421,7,111388.18,2,1,0,0
190,15726931,8,56214.85,2,0,0,1
191,15771086,3,84327.77,2,1,0,0
192,15756850,1,0.0,2,0,0,0
193,15702741,8,93012.89,1,1,0,0
194,15679200,9,61710.44,2,1,0,0
195,15594815,3,174790.15,1,1,1,0
196,15635905,6,0.0,2,1,1,0
197,15777892,3,107720.64,1,1,1,0
198,15656176,10,0.0,2,1,1,0
199,15811127,6,96423.84,1,1,0,0
200,15604482,2,141040.01,1,1,1,0
201,15622911,4,105420.18,1,0,1,0
202,15600974,5,0.0,1,0,1,1
203,15727868,2,129022.06,2,1,1,1
204,15627801,3,176666.62,1,1,0,0
205,15773039,3,0.0,1,1,1,0
206,15755262,3,89763.84,1,0,0,1
207,15679531,5,134954.53,1,1,1,0
208,15684181,5,0.0,1,1,0,1
209,15612087,2,106376.85,1,0,1,0
210,15752047,2,161814.64,2,1,0,0
211,15624592,8,0.0,2,1,1,0
212,15573152,9,0.0,2,0,0,0
213,15594917,1,63095.01,1,1,1,0
214,15785542,4,118287.01,2,0,0,0
215,15723488,7,106854.21,1,0,1,1
216,15680920,7,49512.55,1,1,0,0
217,15786308,9,0.0,2,0,0,0
218,15659366,1,105799.32,2,1,0,1
219,15774854,8,0.0,1,1,1,1
220,15725311,9,114722.05,2,1,1,0
221,15787155,7,0.0,1,0,1,0
222,15727829,2,0.0,2,1,1,0
223,15733247,10,0.0,1,1,0,1
224,15568748,6,99564.22,1,1,1,1
225,15699029,4,170557.91,2,1,0,0
226,15774393,9,0.0,2,1,1,0
227,15676895,6,74596.15,3,1,1,1
228,15637753,2,96888.39,1,1,0,1
229,15605461,3,130830.22,1,1,0,0
230,15808473,1,0.0,2,0,1,0
231,15627000,0,0.0,2,1,0,0
232,15787174,1,0.0,2,0,1,0
233,15723886,3,119714.25,2,0,1,0
234,15704769,5,113978.97,2,0,1,0
235,15772896,6,100160.75,1,1,0,1
236,15711540,2,0.0,1,1,1,0
237,15764866,3,116220.5,3,1,0,1
238,15794056,2,0.0,3,1,0,1
239,15795149,2,81173.83,2,0,1,0
240,15812009,4,0.0,2,1,0,0
241,15651001,5,116803.8,1,1,0,0
242,15813844,8,105961.68,2,0,1,0
243,15596175,6,117411.6,1,1,1,1
244,15576269,7,0.0,2,1,0,0
245,15797219,10,123497.58,1,1,0,1
246,15685500,7,152400.51,2,1,0,0
247,15599792,1,0.0,2,1,1,0
248,15657566,8,103097.85,1,1,1,0
249,15772423,8,126418.14,1,1,0,1
250,15628112,5,77846.9,1,0,0,0
251,15753754,1,0.0,2,1,1,0
252,15793726,0,0.0,2,0,1,0
253,15694717,2,79731.91,1,1,1,0
254,15665834,8,0.0,1,0,0,0
255,15765297,0,0.0,2,0,1,0
256,15636684,10,0.0,2,1,1,0
257,15592979,6,37266.67,2,0,0,0
258,15750803,6,127992.25,1,1,1,0
259,15607178,3,54901.01,1,1,1,0
260,15713853,9,108748.08,2,1,1,0
261,15673481,6,99906.19,1,1,0,0
262,15686776,6,184686.41,2,1,0,0
263,15673693,0,110654.02,1,0,1,0
264,15700696,9,79019.8,1,1,1,0
265,15813163,9,99240.51,1,1,0,0
266,15653857,2,0.0,2,1,1,0
267,15777076,7,0.0,2,1,0,0
268,15717398,7,0.0,1,0,0,1
269,15799217,7,52436.2,1,1,0,0
270,15787071,9,0.0,2,0,1,0
271,15619955,3,100337.96,3,1,0,1
272,15796505,1,149297.19,2,1,1,0
273,15725166,8,0.0,2,1,0,0
274,15800116,4,145605.44,1,0,1,0
275,15758685,7,0.0,2,1,1,0
276,15694456,3,0.0,1,1,1,1
277,15767339,10,0.0,2,1,0,0
278,15683562,6,84026.86,1,0,1,0
279,15782210,1,0.0,1,1,0,1
280,15668893,8,0.0,2,1,1,0
281,15669169,10,0.0,2,1,1,0
282,15643024,4,138718.92,1,1,1,1
283,15699389,7,118274.71,1,1,1,0
284,15708608,8,174185.98,2,0,1,0
285,15626144,7,113208.86,2,1,0,0
286,15573112,5,103907.28,1,1,0,0
287,15790678,8,119023.28,1,1,0,0
288,15727556,5,166297.89,1,1,1,0
289,15697307,10,0.0,2,1,0,0
290,15652266,9,63227.0,1,0,1,0
291,15607098,5,94521.17,2,1,0,0
292,15655774,7,0.0,2,1,0,0
293,15590241,9,112822.26,1,0,0,1
294,15785819,3,0.0,2,1,1,0
295,15723654,2,135903.33,1,1,0,0
296,15774510,4,125169.26,1,1,1,0
297,15684173,7,0.0,3,1,0,1
298,15650068,0,149117.31,1,1,1,0
299,15811490,5,0.0,2,1,1,0
300,15803976,10,0.0,2,1,0,0
301,15682541,6,132311.71,1,0,0,0
302,15695699,8,0.0,2,1,0,0
303,15624188,6,0.0,2,1,1,0
304,15812191,4,118082.89,1,0,0,0
305,15636673,1,119266.69,1,1,1,0
306,15594898,2,0.0,1,1,1,1
307,15660211,7,156847.29,2,1,0,0
308,15773972,4,137104.47,1,1,0,1
309,15746726,8,78398.69,1,1,0,0
310,15712287,4,0.0,2,1,1,0
311,15702919,6,63669.42,1,1,0,0
312,15674398,3,0.0,2,0,0,0
313,15797960,0,135296.33,1,1,0,0
314,15631868,2,153804.44,1,1,1,0
315,15581539,3,0.0,2,0,0,0
316,15662736,2,147069.78,1,1,0,1
317,15666252,9,0.0,2,1,1,0
318,15677512,3,0.0,1,1,0,0
319,15626114,4,95741.75,1,1,0,0
320,15810834,2,145965.33,1,1,1,0
321,15678910,8,141441.75,1,1,1,0
322,15694408,1,139290.41,1,1,0,1
323,15585215,4,0.0,2,0,0,0
324,15682757,3,0.0,2,1,0,0
325,15736601,4,144428.87,1,1,0,0
326,15601848,2,0.0,2,1,0,0
327,15736008,9,95441.27,1,1,0,1
328,15669064,1,144848.74,1,1,1,0
329,15624528,7,116244.14,2,1,1,0
330,15598493,7,0.0,2,0,1,0
331,15601274,1,146502.07,1,1,0,0
332,15702669,2,117028.6,2,0,1,0
333,15728669,8,112013.81,1,1,0,1
334,15742668,6,108269.37,1,1,0,0
335,15697441,7,182123.79,1,1,0,1
336,15740476,3,150923.74,2,0,1,0
337,15648064,2,0.0,2,1,0,0
338,15636624,5,165272.13,1,1,0,1
339,15807923,10,115301.31,1,1,0,1
340,15745844,6,129502.49,2,0,1,1
341,15786170,4,118342.26,1,0,0,0
342,15681081,5,0.0,2,1,1,0
343,15684484,8,0.0,2,0,0,0
344,15785869,7,0.0,2,1,0,0
345,15763859,7,0.0,2,1,0,0
346,15658935,9,106937.05,2,1,0,0
347,15747358,3,170331.37,1,1,1,0
348,15735203,1,114510.85,1,1,1,0
349,15576256,5,0.0,2,1,1,0
350,15659420,3,107594.11,2,1,1,0
351,15593365,2,81273.13,1,1,1,0
352,15777352,7,169399.6,1,1,0,0
353,15812007,6,0.0,2,1,1,0
354,15625461,1,187841.99,2,1,1,0
355,15739438,0,0.0,2,1,0,0
356,15611759,8,126776.3,2,1,1,0
357,15661629,9,126436.29,1,1,0,1
358,15633950,1,101960.74,1,1,1,0
359,15592386,3,0.0,2,0,1,0
360,15803716,3,0.0,2,0,1,0
361,15696674,2,150842.93,1,0,1,1
362,15706365,9,102535.57,1,1,1,0
363,15745088,9,99027.61,2,1,0,0
364,15676715,9,0.0,2,1,1,0
365,15613085,3,0.0,1,1,1,0
366,15633537,9,87271.41,2,1,0,0
367,15594720,8,102742.91,2,1,1,0
368,15684042,2,40105.51,2,0,1,0
369,15583303,2,152265.43,1,1,0,0
370,15611579,4,141947.67,1,1,1,0
371,15774696,1,106307.91,2,0,1,0
372,15694506,0,107884.81,2,1,1,0
373,15688074,1,125013.72,1,1,1,0
374,15759537,7,58469.37,2,1,1,0
375,15758449,8,0.0,1,0,1,0
376,15583456,10,117231.63,3,1,1,1
377,15667871,4,152390.26,1,1,0,0
378,15677371,2,34013.63,1,1,0,0
379,15629677,2,0.0,3,0,0,1
380,15713578,9,0.0,2,1,1,0
381,15591509,7,101583.11,2,1,0,0
382,15568240,10,77168.87,2,0,1,0
383,15622993,8,124695.72,2,1,0,0
384,15689294,3,105934.96,1,1,0,0
385,15720910,9,0.0,1,1,1,0
386,15721181,6,0.0,2,1,0,0
387,15776433,2,0.0,2,1,1,0
388,15748936,2,0.0,2,0,1,0
389,15717225,10,161525.96,2,1,0,0
390,15685226,7,147199.07,1,1,1,0
391,15785611,3,183102.29,1,1,1,0
392,15573456,9,127209.0,2,1,0,1
393,15684548,8,0.0,2,0,0,1
394,15620505,0,97378.54,1,1,1,0
395,15807432,2,136925.09,2,0,1,0
396,15584766,3,54503.55,1,1,1,0
397,15612187,8,155726.85,1,1,0,0
398,15762218,9,0.0,2,0,1,0
399,15646372,1,135842.41,1,1,0,1
400,15690452,1,63349.75,1,1,0,0
401,15747795,4,129499.42,1,1,1,0
402,15781589,8,0.0,2,0,1,0
403,15732674,6,70438.01,2,0,1,0
404,15642291,8,0.0,2,1,1,0
405,15692761,9,0.0,1,1,0,0
406,15578045,9,141434.04,1,0,0,1
407,15745354,4,0.0,2,1,0,0
408,15701376,10,152958.29,2,1,1,0
409,15691625,3,138306.34,1,1,0,0
410,15566594,10,0.0,2,0,0,0
411,15760431,1,0.0,2,1,1,0
412,15686302,3,124328.84,1,1,1,0
413,15801559,9,181461.48,3,1,1,1
414,15810432,8,0.0,2,1,0,0
415,15809616,8,0.0,2,0,0,0
416,15720559,5,110368.03,1,0,0,1
417,15695632,9,89588.35,1,1,1,0
418,15659843,6,0.0,2,0,0,0
419,15615624,6,0.0,2,0,0,0
420,15810418,3,115924.89,1,1,0,1
421,15716186,2,0.0,2,1,0,0
422,15674551,7,111756.5,1,1,0,1
423,15622834,4,0.0,1,1,0,0
424,15566111,9,0.0,1,1,0,0
425,15784597,9,162923.85,1,1,0,0
426,15652883,10,124576.65,2,1,0,0
427,15806964,0,80793.58,1,1,1,0
428,15576313,9,71340.09,1,1,0,0
429,15806467,1,99282.63,1,0,0,1
430,15597602,3,137946.39,1,1,1,1
431,15743040,2,127892.57,2,0,1,0
432,15705521,0,101084.36,1,1,0,0
433,15595039,8,114754.08,1,1,0,1
434,15799384,8,0.0,1,0,0,0
435,15581197,3,99286.98,1,0,1,0
436,15693737,4,79871.02,2,1,0,0
437,15624623,10,104088.59,2,0,0,0
438,15783501,2,168190.33,2,1,0,0
439,15690134,3,85679.25,1,1,1,0
440,15782735,3,0.0,1,0,0,0
441,15611088,9,0.0,2,1,0,0
442,15672145,7,121551.58,2,1,1,0
443,15732628,2,122220.19,1,1,1,0
444,15787470,3,116528.15,1,0,0,1
445,15803406,1,77780.29,1,0,1,0
446,15730460,2,0.0,1,0,0,0
447,15644572,4,125832.2,1,1,1,0
448,15694860,6,68065.8,1,0,0,1
449,15658169,6,127299.34,2,1,0,0
450,15794396,7,174937.64,1,1,0,0
451,15785798,9,0.0,2,0,1,0
452,15710825,7,110071.1,1,0,0,0
453,15668444,3,139432.37,1,1,0,0
454,15726631,6,127357.76,1,0,1,0
455,15733797,5,0.0,2,1,0,0
456,15747960,3,0.0,1,1,1,0
457,15634632,3,0.0,2,1,0,0
458,15707362,1,95556.31,1,0,1,1
459,15662976,8,0.0,1,1,1,0
460,15732778,1,111681.98,2,1,1,0
461,15718443,3,0.0,2,1,0,0
462,15670039,3,108738.71,2,1,0,0
463,15773792,4,133950.37,1,1,1,1
464,15613786,4,0.0,2,1,1,0
465,15726032,9,89968.69,1,1,0,0
466,15663252,9,0.0,2,1,1,0
467,15593782,5,130878.75,3,1,0,1
468,15633283,8,0.0,2,1,0,0
469,15749167,3,0.0,2,1,1,0
470,15759298,10,134169.62,1,1,1,0
471,15683625,1,149762.08,1,1,0,1
472,15635367,2,93844.69,1,1,0,0
473,15681705,8,0.0,2,1,0,0
474,15603156,1,0.0,2,1,0,0
475,15591986,6,141078.37,1,0,0,1
476,15798888,1,117992.59,1,1,1,0
477,15809722,8,100812.33,2,1,0,0
478,15677538,7,0.0,1,1,1,0
479,15797736,4,80262.6,1,1,1,0
480,15695585,6,156478.62,1,0,1,0
481,15744398,5,0.0,2,1,0,0
482,15750658,8,0.0,3,0,0,0
483,15578186,9,115217.99,2,1,0,0
484,15676519,9,0.0,2,1,0,1
485,15637954,0,155470.55,1,1,1,0
486,15758639,7,0.0,2,1,0,0
487,15613772,3,135096.77,1,1,1,1
488,15731744,2,0.0,2,0,1,0
489,15807709,9,180075.22,1,1,1,0
490,15714689,1,97541.24,1,1,1,0
491,15699005,2,156067.05,1,1,1,0
492,15624170,4,81550.94,2,0,1,0
493,15725679,6,0.0,1,0,0,1
494,15585865,2,170061.92,2,0,0,1
495,15804256,8,92310.54,2,1,1,0
496,15662403,6,169089.38,2,1,0,0
497,15733616,5,80613.93,1,1,1,0
498,15591995,8,121581.56,2,1,1,0
499,15677020,8,0.0,1,0,1,1
500,15727688,4,0.0,2,1,1,0
501,15715941,5,0.0,2,1,1,0
502,15714485,5,85891.55,1,1,0,1
503,15730059,9,77637.35,2,1,1,0
504,15715527,4,0.0,1,0,0,0
505,15576623,5,0.0,2,1,0,0
506,15805565,7,116927.89,1,1,0,0
507,15677307,6,137326.65,1,1,0,0
508,15773890,5,0.0,2,1,1,0
509,15598883,2,0.0,2,1,1,0
510,15568506,10,67238.98,2,1,1,0
511,15761043,6,86569.76,2,1,0,0
512,15782236,5,0.0,2,0,0,0
513,15593601,6,133598.4,1,1,1,0
514,15682048,3,136188.78,1,1,1,1
515,15746902,9,0.0,2,1,0,0
516,15752081,10,0.0,3,0,1,1
517,15781307,7,120092.52,2,1,0,0
518,15775912,4,101238.24,2,0,1,1
519,15745417,6,89685.92,1,0,1,0
520,15671256,1,211774.31,1,1,0,1
521,15653547,7,131317.48,1,1,1,0
522,15595766,5,93722.73,2,1,1,0
523,15742358,8,101160.99,1,1,1,0
524,15763274,3,120320.54,1,0,0,0
525,15786063,2,0.0,2,1,1,0
526,15600258,2,0.0,2,1,1,0
527,15573318,8,0.0,2,1,0,0
528,15653849,3,152827.99,1,1,0,1
529,15694272,1,64097.75,1,1,1,0
530,15736112,2,119035.35,2,1,1,0
531,15749851,4,135219.57,1,0,1,0
532,15663478,6,93694.42,1,1,1,0
533,15592300,10,59408.63,1,1,0,0
534,15567832,7,114354.95,1,1,0,0
535,15776780,1,0.0,1,1,0,1
536,15592846,10,128173.9,2,1,0,0
537,15739803,9,0.0,2,1,0,0
538,15794142,5,114931.35,3,0,1,1
539,15762729,1,111071.36,1,1,0,1
540,15667896,8,151226.18,2,1,1,0
541,15626578,9,0.0,2,1,1,0
542,15776223,4,64740.12,1,1,1,0
543,15705953,0,169312.13,1,1,0,1
544,15802593,7,0.0,3,0,1,1
545,15615457,2,112652.08,2,1,0,0
546,15708916,0,0.0,2,1,0,0
547,15720187,7,143964.36,2,1,0,0
548,15595440,7,122451.46,2,1,1,0
549,15600651,1,0.0,3,1,1,0
550,15750141,3,65253.07,2,1,0,0
551,15657284,6,106901.94,1,1,1,1
552,15763063,10,128509.63,1,1,0,0
553,15709324,7,0.0,2,1,0,0
554,15711309,3,129834.67,1,1,0,0
555,15775318,3,154962.99,3,0,1,1
556,15705515,5,138241.9,2,1,0,0
557,15634844,3,91536.93,1,1,0,1
558,15717046,3,0.0,2,1,1,0
559,15571816,5,0.0,1,1,1,0
560,15670080,7,105204.01,1,0,1,0
561,15800440,1,152968.73,1,0,1,0
562,15665678,8,158261.68,1,1,1,0
563,15665956,1,0.0,1,1,0,1
564,15788126,6,121021.05,1,1,1,0
565,15811773,4,0.0,2,1,1,0
566,15651674,2,0.0,1,0,0,1
567,15689614,1,137715.66,1,1,1,0
568,15795564,5,121192.22,2,1,1,0
569,15706647,7,0.0,3,1,1,0
570,15728505,1,100486.18,2,1,1,0
571,15730076,1,0.0,1,1,0,1
572,15622003,9,92566.53,2,1,0,0
573,15607312,10,0.0,2,1,1,1
574,15644753,3,110929.96,1,1,1,0
575,15653620,8,0.0,2,1,1,0
576,15761986,3,138901.61,1,1,0,0
577,15633922,4,123217.66,2,0,1,0
578,15734674,6,0.0,1,1,0,0
579,15658032,2,0.0,2,1,1,0
580,15692671,8,0.0,2,1,0,0
581,15737741,2,108431.87,2,0,1,1
582,15576352,3,0.0,2,0,1,0
583,15753719,9,72392.41,1,1,0,0
584,15803689,1,119741.77,2,0,0,1
585,15718057,2,100946.71,1,0,0,1
586,15722010,9,170491.84,1,1,0,1
587,15680998,5,0.0,1,1,1,0
588,15614782,1,0.0,1,1,0,0
589,15591047,6,157296.02,2,0,0,1
590,15788291,7,144606.22,1,1,1,1
591,15604044,8,134811.3,1,1,0,0
592,15679587,9,115897.12,1,1,1,0
593,15775153,4,82034.0,1,0,0,0
594,15603925,4,174318.13,2,0,1,0
595,15680970,2,114206.84,1,1,0,0
596,15697183,9,0.0,2,1,0,0
597,15567446,9,111574.41,1,1,1,0
598,15637476,5,162448.69,1,0,0,1
599,15714939,4,148249.54,1,0,1,0
600,15683503,8,0.0,3,0,1,1
601,15645569,7,123709.46,2,1,1,0
602,15782569,9,0.0,1,0,1,0
603,15592387,5,0.0,1,1,0,1
604,15609286,10,150525.8,1,1,1,0
605,15814035,9,0.0,1,1,1,0
606,15661249,4,0.0,2,0,1,0
607,15629117,10,0.0,2,1,0,0
608,15607170,5,0.0,2,1,1,0
609,15586585,2,111018.98,1,1,0,0
610,15686611,10,129755.99,1,0,0,0
611,15603203,6,0.0,2,1,0,0
612,15619857,2,129555.7,1,1,1,0
613,15805062,1,87202.38,1,1,1,0
614,15660271,8,146133.39,1,1,1,0
615,15745295,0,0.0,1,1,0,1
616,15719352,6,170184.99,2,1,0,0
617,15766575,8,140745.33,1,1,0,1
618,15594594,7,139070.51,1,1,1,0
619,15646161,8,0.0,2,1,1,0
620,15682585,9,114193.24,1,1,0,0
621,15603134,10,167878.5,1,0,1,0
622,15636444,5,141616.55,2,1,1,0
623,15773456,3,145747.67,2,0,1,0
624,15745307,2,129120.64,1,0,1,0
625,15604119,7,110349.82,1,0,0,0
626,15626900,1,141325.56,1,1,1,0
627,15605447,2,78653.84,1,1,0,0
628,15589030,1,0.0,2,1,1,0
629,15692463,3,142253.65,1,1,0,0
630,15712403,1,0.0,1,1,0,1
631,15811762,6,115988.86,1,1,0,1
632,15718673,10,75592.43,1,1,0,0
633,15724282,3,164113.04,2,1,1,0
634,15738181,6,67996.23,2,0,0,1
635,15633648,5,0.0,2,1,0,0
636,15603323,1,0.0,2,0,0,0
637,15583725,1,138778.15,1,0,1,0
638,15588350,10,147832.15,1,0,1,0
639,15798398,4,135438.4,1,0,0,0
640,15784844,5,116060.08,1,1,0,1
641,15580684,5,112564.62,1,1,0,0
642,15809663,1,125406.58,1,1,1,0
643,15640078,5,135134.99,1,1,0,1
644,15698786,9,133102.92,1,1,0,1
645,15569807,8,42157.08,1,1,0,1
646,15730830,3,0.0,2,1,1,0
647,15805112,7,82259.29,1,1,0,0
648,15633064,4,0.0,2,1,0,0
649,15703119,6,0.0,2,1,1,0
650,15730447,4,0.0,2,1,1,0
651,15813850,7,0.0,1,1,1,0
652,15711889,3,150461.07,1,1,0,0
653,15664610,4,133994.52,1,1,1,1
654,15751710,8,164870.81,2,1,1,0
655,15692926,8,121702.73,1,1,1,0
656,15813741,6,193858.2,1,0,1,0
657,15698474,1,131039.97,2,1,1,0
658,15568595,9,113829.45,1,1,1,0
659,15603065,6,0.0,2,1,0,0
660,15592937,3,81877.38,1,1,1,0
661,15699637,8,116326.07,1,1,1,0
662,15667215,2,0.0,2,1,1,0
663,15788659,4,0.0,2,1,1,0
664,15763218,1,0.0,2,0,1,0
665,15645772,9,0.0,2,1,1,0
666,15725511,3,127070.73,1,0,1,0
667,15575024,3,0.0,2,1,1,0
668,15640825,3,122549.64,1,1,1,0
669,15662397,5,176099.13,1,1,1,0
670,15576368,3,122388.38,2,0,0,0
671,15674991,9,0.0,2,0,1,0
672,15721024,0,0.0,1,0,0,0
673,15745621,6,118879.35,2,1,1,0
